"ntd_id","state_parent_ntd_id","agency_name","division_department","doing_business_as","reporter_type","reporting_module","organization_type","reported_by_ntd_id","reported_by_name","public_sponsor","subrecipient_type","fy_end_date","original_due_date","address_line_1","address_line_2","p_o_box","city","state","zip_code","zip_code_ext","region","url","fta_recipient_id","ueid","service_area_sq_miles","service_area_pop","primary_uza_uace_code","uza_name","tribal_area_name","population","density","sq_miles","voms_do","voms_pt","total_voms","volunteer_drivers","personal_vehicles","tam_tier","number_of_state_counties","number_of_counties_with","state_admin_funds_expended","street_address_geo_reference"
"90258",,"City of Carson","Transportation Services Division",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","701 E Carson St",,,"Carson","CA","90745","2224","9","http://ci.carson.ca.us/CommunityServices/Transportation.aspx",,"YMEYLK3W3YH5","19","95558","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80","4","15","19",,,"Tier II",,,,"POINT (-118.2636 33.83254)"
"90259",,"City of Cerritos","Department of Community Development","Cerritos Transit Services","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","12700 Center Court Dr S",,,"Cerritos","CA","90703","8552","9","www.cerritostransit.com",,"SFVEVRELJEV8","9","49578","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"16","16",,,"Tier II",,,,"POINT (-118.06046 33.86793)"
"90260",,"City of Compton",,"Compton Renaissance Transit Service","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","205 S Willowbrook Ave",,,"Compton","CA","90220","3134","9","https://www.comptoncity.org/our-city/visitors/transportation","5566","JHDWSLRMX795","10","96803","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80","0","5","5",,,"Tier II",,,,"POINT (-118.22435 33.89556)"
"90261",,"City of Covina","Public Works Department, Transportation Divsion",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","125 E College St",,,"Covina","CA","91723","2129","9","https://covinaca.gov/city-departments/transportation-division/",,"M8MGDTLR8AP3","8","51268","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"5","5",,,"Tier II",,,,"POINT (-117.88899 34.08777)"
"90262",,"City of Cudahy",,"Cudahy Area Rapid Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","5220 Santa Ana St",,,"Cudahy","CA","90201","6024","9","http://www.cityofcudahy.com",,"UZEDAAHT7K97","1","24103","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"6","6",,,"Tier II",,,,"POINT (-118.17484 33.95938)"
"90263",,"City of Downey","Parks and Recreation",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","11111 Brookshire Ave",,,"Downey","CA","90241","3817","9","https://www.downeyca.org/transit","5566","JPBXF4648WA3","13","108816","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"15","15",,,"Tier II",,,,"POINT (-118.12852 33.94129)"
"90265",,"City of El Monte","Transportation Services",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","11333 Valley Blvd",,,"El Monte","CA","91731","3227","9","http://www.ci.el-monte.ca.us/Government/PublicWorks/Transportation.aspx","5566","CLB3ME1BNL19","10","201889","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80","4","10","14",,,"Tier II",,,,"POINT (-118.02948 34.07097)"
"90266",,"City of Glendora","Transportation Division",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","116 E Foothill Blvd",,,"Glendora","CA","91741","3335","9","https://www.cityofglendora.org/departments-services/transportation","5566","K3F1VJ28JHF5","19","52558","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"10","10",,,"Tier II",,,,"POINT (-117.86463 34.1351)"
"90267",,"City of Huntington Park","Fixed Route Transportation/ Public Works",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","6550 Miles Ave",,,"Huntington Park","CA","90255","4302","9","http://www.hpca.gov/231/City-Transportation",,"NPKFKTS9QQD6","5","58822","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"16","16",,,"Tier II",,,,"POINT (-118.21909 33.97937)"
"90268",,"City of Inglewood","Human Services","Inglewood Senior Center","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1 W Manchester Blvd",,,"Inglewood","CA","90301","1764","9","https://www.cityofinglewood.org/796/Transportation","5566","YCN3V7DLSFG1","15","191126","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80","9",,"9",,,"Tier II",,,,"POINT (-118.35523 33.96177)"
"90269",,"Los Angeles County","Department of Public Works, Transit Operations, Athens MB","LA County Public Works","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","900 S Fremont Ave",,,"Alhambra","CA","91803","1331","9","www.lagobus.info","5566","ZLJUW5L9K685","25","23159","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"2","2",,,"Tier II",,,,"POINT (-118.14991 34.08453)"
"90270",,"Los Angeles County","Department of Public Works, Transit Operations – Avocado Heights",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","900 S Fremont Ave",,,"Alhambra","CA","91803","1331","9","https://www.dpw.lacounty.gov/landing/transportation.cfm","5566","ZLJUW5L9K685","9","15500","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"1","1",,,"Tier II",,,,"POINT (-118.14991 34.08453)"
"90271",,"Los Angeles County","Department of Public Works, Transit Operations, East Los Angeles MB and DR",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","900 S Fremont Ave",,,"Alhambra","CA","91803","1331","9","www.lagobus.org","5566","ZLJUW5L9K685","8","126496","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"16","16",,,"Tier II",,,,"POINT (-118.14991 34.08453)"
"90272",,"Los Angeles County","Department of Public Works, Transit Operations – East Valinda",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","900 S Fremont Ave",,,"Alhambra","CA","91803","1331","9","https://www.dpw.lacounty.gov/landing/transportation.cfm","5566","ZLJUW5L9K685","15","22822","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"1","1",,,"Tier II",,,,"POINT (-118.14991 34.08453)"
"90273",,"Los Angeles County","Department of Public Works, Transit Operations - Florence Firestone",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","900 S Fremont Ave",,,"Alhambra","CA","91803","1331","9","https://www.dpw.lacounty.gov/landing/transportation.cfm","5566","ZLJUW5L9K685","7","63387","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"2","2",,,"Tier II",,,,"POINT (-118.14991 34.08453)"
"90274",,"Los Angeles County","Department of Public Works, Transit Operations, King Medical Center MB",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","900 S Fremont Ave",,,"Alhambra","CA","91803","1331","9","www.lagobus.info","5566","ZLJUW5L9K685","49","12358","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"2","2",,,"Tier II",,,,"POINT (-118.14991 34.08453)"
"90275",,"Los Angeles County","Department of Public Works, Transit Operations, Lennox MB",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","900 S Fremont Ave",,,"Alhambra","CA","91803","1331","9","www.lagobus.info","5566","ZLJUW5L9K685","16","27897","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"1","1",,,"Tier II",,,,"POINT (-118.14991 34.08453)"
"90276",,"Los Angeles County","Department of Public Works, Transit Operations - South Whittier",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","900 S Fremont Ave",,,"Alhambra","CA","91803","1331","9","https://www.dpw.lacounty.gov/landing/transportation.cfm","5566","ZLJUW5L9K685","5","86883","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"5","5",,,"Tier II",,,,"POINT (-118.14991 34.08453)"
"90277",,"Los Angeles County","Department of Public Works, Transit Operations, Whittier Et Al DR",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","900 S Fremont Ave",,,"Alhambra","CA","91803","1331","9","https://dpw.lacounty.gov/transit/DAR.aspx#pageTitle","5566","ZLJUW5L9K685","42","284527","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"10","10",,,"Tier II",,,,"POINT (-118.14991 34.08453)"
"90278",,"Los Angeles County","Department of Public Works, Transit Operations, Willowbrook MB",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","900 S Fremont Ave",,,"Alhambra","CA","91803","1331","9","http://www.dpw.lacounty.gov/transit","5566","ZLJUW5L9K685","36","24798","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"3","3",,,"Tier II",,,,"POINT (-118.14991 34.08453)"
"90279",,"Los Angeles County","Department of Public Works, Transit Operations, Willowbrook et. al. DR",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","900 S Fremont Ave",,,"Alhambra","CA","91803","1331","9","http://www.dpw.lacounty.gov/transit/","5566","ZLJUW5L9K685","18","198052","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"3","3",,,"Tier II",,,,"POINT (-118.14991 34.08453)"
"90281",,"City of Lynwood","Public Works Department","Lynwood Breeze","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","11330 Bullis Rd",,,"Lynwood","CA","90262","3662","9","https://www.lynwoodca.gov/252/Lynwood-Breeze-Trolley-Schedule","5566","QKR1DK2Z7K81","5","66228","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"4","4",,,"Tier II",,,,"POINT (-118.19897 33.92661)"
"90282",,"City of Malibu","Community Services Department",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","23825 Stuart Ranch Rd",,,"Malibu","CA","90265","4861","9","https://www.malibucity.org/343/Senior-Center","5566","K2BFAGJJGC85","25","10654","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"2","2",,,"Tier II",,,,"POINT (-118.69305 34.03949)"
"90283",,"City of Manhattan Beach","Community Services","City of Manhattan Beach Dial-A-Ride","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","1400 Highland Ave",,,"Manhattan Beach","CA","90266","4756","9","www.citymb.info/departments/parks-and-recreation/older-adults-program/dial-a-ride","5566","DKL6DXDDQSL5","10","34668","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80","3",,"3",,,"Tier II",,,,"POINT (-118.41087 33.8872)"
"90284",,"City of Maywood","City Manager Office",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","4319 Slauson Ave",,,"Maywood","CA","90270","2837","9","https://www.cityofmaywood.com/200/Transportation",,"KXFCWDEC53C5","2","27748","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"5","5",,,"Tier II",,,,"POINT (-118.18943 33.98753)"
"90285",,"City of Monrovia","Public Works","GoMonrovia","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","415 S Ivy Ave",,,"Monrovia","CA","91016","5107","9","https://www.cityofmonrovia.org/your-government/public-works/transportation/gomonrovia","5566","EJFRLAQNN918","16","37636","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"4","4",,,"Tier II",,,,"POINT (-117.99879 34.14791)"
"90286",,"City of Monterey Park","Public Works Department","Spirit Bus","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","320 West Newmark Avenue",,,"Montery Park","CA","91754","2896","9","http://www.montereypark.ca.gov/549/Spirit-Bus","5566","NVWELLVY9DF3","8","61828","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80","4","8","12",,,"Tier II",,,,"POINT (-118.12651 34.05934)"
"90287",,"Palos Verdes Peninsula Transit Authority",,,"Reduced Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","38 Crest Road West",,"2656","Rolling Hills","CA","90274",,"9","http://www.palosverdes.com/pvtransit/",,"K8DZF1B5TFK7","22","64272","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"27","27",,,"Tier II",,,,"POINT (-118.36373 33.7608)"
"90288",,"City of Pico Rivera","Transit Division/Parks and Recreation Department",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","6615 Passons Blvd",,"1016","Pico Rivera","CA","90660","3645","9","https://www.pico-rivera.org/transportation/",,"SXXNSFNDTU64","11","62942","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"2","2",,,"Tier II",,,,"POINT (-118.08797 33.98245)"
"90289",,"City of Rosemead","Public Works","Rosemead Explorer/Dial-A-Ride","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","8838 E Valley Blvd",,,"Rosemead","CA","91770","1714","9","http://www.cityofrosemead.org/cms/one.aspx?pageId=10909050","1100","M8YBKMSFK8J7","5","54908","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"7","7",,,"Tier II",,,,"POINT (-118.07644 34.08072)"
"90290",,"City of Santa Fe Springs","Community Services- Transportation Services",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","11710 Telegraph Rd",,"0","Santa Fe Springs","CA","90670","3658","9","https://www.santafesprings.org/departments/transportation_services.php",,"KKUJE34GR9D5","25","18261","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80","2",,"2",,,"Tier II",,,,"POINT (-118.08344 33.9457)"
"90291",,"City of South Gate","Transportation Department",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","8650 California Ave",,,"South Gate","CA","90280","3004","9","https://www.cityofsouthgate.org/City-Services/Transportation","5566","WL7DME3FJSW4","8","99578","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"15","15",,,"Tier II",,,,"POINT (-118.20499 33.95597)"
"90292",,"City of South Pasadena","Transit / Community Services",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","1414 Mission St",,,"South Pasadena","CA","91030","3214","9","https://www.southpasadenaca.gov/government/departments/community-services/dial-a-ride","5309","WB8MAY5ZZTK4","3","25611","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80","4",,"4",,,"Tier II",,,,"POINT (-118.15236 34.1163)"
"90293",,"City of West Covina","Community Services Department",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","1444 W Garvey Ave S",,,"West Covina","CA","91790","2716","9","https://www.westcovina.org/departments/community-services-department/transit-services",,"ZHHFLMKMZKL1","16","110212","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"8","8",,,"Tier II",,,,"POINT (-117.92762 34.06979)"
"90294",,"City of West Hollywood","Business Development Division / Economic Development Department",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","8300 Santa Monica Blvd",,,"West Hollywood","CA","90069","6216","9","https://www.weho.org/services/public-transportation-transit-options","5566","PF4DXHDK4NQ2","2","36854","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"9","9",,,"Tier II",,,,"POINT (-118.37064 34.09032)"
"90295",,"City of Whittier","Transit",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","13230 Penn St",,,"Whittier","CA","90602","1716","9","https://www.whittierprcs.org/transit/dial-a-ride-and-dar-plus","5566","P7W4FREEPHZ3","15","84143","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"10","10",,,"Tier II",,,,"POINT (-118.03404 33.97458)"
"90296",,"City of Claremont","Community Services/ Transit Services",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","207 Harvard Ave",,,"Claremont","CA","91711","4719","9","pvtrans.org","2271","DGVWH4PSMR98","13","36700","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"17","17",,,"Tier II",,,,"POINT (-117.71681 34.0962)"
"90298",,"County of Ventura","Public Works",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","800 S Victoria Ave",,,"Ventura","CA","93009","1","9","https://www.vcpublicworks.org/rt/publictransportation/",,"HG2JKZYYTUT3","4","13987","87490","Thousand Oaks, CA",,"213986","2668.30","80.2",,"4","4",,,"Tier II",,,,"POINT (-119.20956 34.2676)"
"90299",,"Sonoma-Marin Area Rail Transit District",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","5401 Old Redwood Hwy Ste 200",,,"Petaluma","CA","94954","7134","9","www.sonomamarintrain.org","7296","T45QZ9ZBJJL1","2596","738668","79498","Santa Rosa, CA",,"297329","3745.10","79.4","12","2","14",,,"Tier I (Rail)",,,,"POINT (-122.66848 38.28184)"
"90300",,"City of Artesia","Transportation Division",,"Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","18747 Clarkdale Ave",,,"Artesia","CA","90701","5816","9","http://www.cityofartesia.us/index.aspx?NID=189","5566","VKJYFMK4JLY8","2","16736","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80",,"6","6",,,"Tier II",,,,"POINT (-118.07983 33.85988)"
"90301",,"City of Lakewood","Recreation and Community Services Department","DASH Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","5050 Clark Ave",,,"Lakewood","CA","90712","2603","9","https://www.lakewoodcity.org/Residents/Senior-Services/DASH-Transit-and-Buses","5566","PPJ6LS5XBN34","10","82496","51445","Los Angeles--Long Beach--Anaheim, CA",,"12237376","7476.30","1636.80","12",,"12",,,"Tier II",,,,"POINT (-118.13325 33.85005)"
"90302",,"San Bernardino County Transportation Authority",,,"Full Reporter","Urban","MPO, COG or Other Planning Agency",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","1170 W 3rd St Fl 2",,,"San Bernardino","CA","92410","1724","9","www.gosbcta.com","1681","D36ZJBWRKJK1","2953","2181433","75340","Riverside--San Bernardino, CA",,"2276703","3741.10","608.6",,"79","79",,,"Tier II",,,,"POINT (-117.30941 34.10404)"
"90303",,"Santa Barbara County Association of Governments","Rail and Transit Division","Clean Air Express","Full Reporter","Urban","MPO, COG or Other Planning Agency",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","260 N San Antonio Rd Ste B",,,"Santa Barbara","CA","93110","1315","9","https://cleanairexpress.com/","1870","SS5UKK1GZMM6","2554","277350","79282","Santa Barbara, CA",,"202197","3688.90","54.8",,"10","10",,,"Tier II",,,,"POINT (-119.77872 34.44494)"
"90305",,"Lake Havasu City","City Manager/Transit Division","Lake Havasu City Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","2330 Mcculloch Blvd N",,,"Lake Havasu City","AZ","86403","5950","9","www.lhctransit.org","7377","E3YECMCP1BP6","32","48200","46747","Lake Havasu City, AZ",,"59017","1746.80","33.8","7",,"7",,,"Tier II",,,,"POINT (-114.31939 34.47809)"
"90306",,"Stanislaus Regional Transit Authority",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","912 11th St Ste 100",,,"Modesto","CA","95354","2382","9","https://stanrta.org/","7399","R4L7KNA6C2P7","1515","550660","58006","Modesto, CA",,"357301","5076.80","70.4",,"108","108",,,"Tier II",,,,"POINT (-120.99865 37.64059)"
"90307",,"Town of Prescott Valley","Public Works","YavaLine Regional Transit System","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","7501 E Skoog Blvd",,,"Prescott Valley","AZ","86314","2263","9","https://www.prescottvalley-az.gov/183/Public-Transit","7402","MZF4F2NL88Y8","18","42150","72112","Prescott--Prescott Valley, AZ",,"92427","1895.80","48.8",,"6","6",,,"Tier II",,,,"POINT (-112.33431 34.59571)"
"90309",,"City of Casa Grande","Transit Department","Casa Grande LINK","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","510 E Florence Blvd",,,"Casa Grande","AZ","85122","4100","9","www.casagrandelink.com","7403","CN49NAYFM7F9","6","29806","14401","Casa Grande, AZ",,"50981","2375.10","21.5",,"3","3",,,"Tier II",,,,"POINT (-111.74716 32.88014)"
"90310",,"Tulare County Regional Transit Agency",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","210 N Church St Ste B",,,"Visalia","CA","93291","6313","9","www.gotcrta.org","7405","JSCJABG9PLF6","124","332441","90946","Visalia, CA",,"160578","4258.90","37.7",,"45","45",,,"Tier II",,,,"POINT (-119.29059 36.33114)"
"90311",,"Stanislaus Council of Governments","Mobility Programs","StanisCruise","Full Reporter","Urban","MPO, COG or Other Planning Agency",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","1111 I St Ste 308","Suite 308",,"Modesto","CA","95354","2347","9","https://staniscruise.com/",,"D9JKHAL5D2R1","730","151128","58006","Modesto, CA",,"357301","5076.80","70.4",,"100","100",,,"Tier II",,,,"POINT (-120.99797 37.6405)"
"90312",,"Sacramento Area Council of Governments",,,"Planning Reporter","Urban","MPO, COG or Other Planning Agency",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","1415 L St Ste 300",,,"Sacramento","CA","95814","3963","9","www.sacog.org","1658","YXLCCEGACKS3",,,"77068","Sacramento, CA",,"1946618","4163.20","467.6",,,,,,"Tier II",,,,"POINT (-121.48831 38.5765)"
"90313",,"City of Clovis","General Services, Community Services","Clovis Transit","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","1033 5th St",,,"Clovis","CA","93612","1313","9","https://clovistransit.com",,"FZXEQ4KUYKE7","87","445954","31843","Fresno, CA",,"717589","4510","159.1","35",,"35",,,"Tier II",,,,"POINT (-119.69559 36.82395)"
"90314",,"Attentive Transportation LLC",,,"Reduced Reporter","Urban","Private-For-Profit Corporation",,,,,"2024-12-30T00:00:00.000","2025-04-30T00:00:00.000","3353 Bradshaw Rd Ste 213",,,"Sacramento","CA","95827","2610","9","www.attentivetransportation.com",,"YCW8M6Y587T8","982","2420608","77068","Sacramento, CA",,"1946618","4163.20","467.6","1",,"1",,,"Tier II",,,,"POINT (-121.33583 38.56282)"
"90315",,"City of Avondale","Public Works","WeRIDE","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","11465 W Civic Center Dr",,,"Avondale","AZ","85323","6803","9","https://www.avondaleaz.gov/government/departments/public-works/transit-services/microtransit-services","1683","GDTNM5BLN9Y4","22","90706","69192","Phoenix West--Goodyear--Avondale, AZ",,"419946","3290.80","127.6",,"13","13",,,"Tier II",,,,"POINT (-112.30417 33.4448)"
"90999",,"Government of Guam-Guam Regional Transit Authority","Guam Regional Transit Authority","Guam Public Transit System","Reduced Reporter","Urban","State Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","542 N Marine Corps Dr",,,"Tamuning","GU","96913","4111","9","http://grta.guam.gov","1641","SENLQS3R1VN7","30","42660","22811","Dededo--Apotgan--Tamuning, GU",,"128164","2323.50","55.2","15",,"15",,,"Tier II",,,,"POINT (144.78479 13.48791)"
"91000","9R02","Amador Transit",,,"Rural Reporter","Rural","Independent Public Agency or Authority of Transit Service","9R02","California Department of Transportation",,"Rural General Public Transit","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","11400 American Legion Dr",,,"Jackson","CA","95642",,"9","http://amadortransit.com/","1622","J3KAWTE8LLA4",,,,"California Non-UZA",,"0","0","0","17",,"17","0","0","Tier II",,,,"POINT (-120.80067 38.37571)"
"91001","9R01","City of Show Low","Transportation","Four Seasons Connection","Rural Reporter","Rural","City, County or Local Government Unit or Department of Transportation","9R01","Arizona Department of Transportation",,"Rural General Public Transit","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","180 N 9th St",,,"Show Low","AZ","85901","5116","9","http://www.ci.show-low.az.us","1635","LK7PLRNTVKT1",,,,"Arizona Non-UZA",,"0","0","0",,"6","6","0","0","Tier II",,,,"POINT (-110.03245 34.25108)"
