"ntd_id","state_parent_ntd_id","agency_name","division_department","doing_business_as","reporter_type","reporting_module","organization_type","reported_by_ntd_id","reported_by_name","public_sponsor","subrecipient_type","fy_end_date","original_due_date","address_line_1","address_line_2","p_o_box","city","state","zip_code","zip_code_ext","region","url","fta_recipient_id","ueid","service_area_sq_miles","service_area_pop","primary_uza_uace_code","uza_name","tribal_area_name","population","density","sq_miles","voms_do","voms_pt","total_voms","volunteer_drivers","personal_vehicles","tam_tier","number_of_state_counties","number_of_counties_with","state_admin_funds_expended","street_address_geo_reference"
"00001",,"King County","Metro Transit Department","King County Metro","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","201 S Jackson St",,,"Seattle","WA","98104","3854","10","http://metro.kingcounty.gov/","1731","E1D1LQ5QENJ8","2134","2347800","80389","Seattle--Tacoma, WA",,"3544011","3607.10","982.5","1849","503","2352",,,"Tier I (Rail)",,,,"POINT (-122.33088 47.59921)"
"00002",,"Spokane Transit Authority",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","1230 W Boone Ave",,,"Spokane","WA","99201","2658","10","http://www.spokanetransit.com/","1733","QV32KQAKHCE3","248","475470","83764","Spokane, WA",,"447279","2605.40","171.7","278","38","316",,,"Tier I (Fixed Route VOMS)",,,,"POINT (-117.43064 47.66804)"
"00003",,"Pierce County Transportation Benefit Area Authority",,"Pierce Transit","Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","3701 96th St Sw",,"99070","Lakewood","WA","98499","4431","10","http://www.piercetransit.org/","1730","QACHE3STYGK3","292","575963","80389","Seattle--Tacoma, WA",,"3544011","3607.10","982.5","341","75","416",,,"Tier I (Fixed Route VOMS)",,,,"POINT (-122.48475 47.17058)"
"00004",,"Confederated Tribes of the Colville Indian Reservation",,,"Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","21 Colville Street",,"150","Nespelem","WA","99155",,"10","https://www.colvilletribes.com/transit-inchelium-ferry","6683","NU9UAKLRDDP1",,,"00053","Washington Non-UZA","Colville Reservation and Off-Reservation Trust Land, WA","1895776","0","0","5",,"5",,,"Tier II",,,,
"00005",,"City of Everett",,"Everett Transit","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","3201 Smith Ave Ste 215",,,"Everett","WA","98201","4594","10","http://www.everetttransit.org/","1743","NB35N2NU35J3","34","111180","80389","Seattle--Tacoma, WA",,"3544011","3607.10","982.5","50",,"50",,,"Tier II",,,,"POINT (-122.19793 47.97579)"
"00006",,"City of Yakima",,"Yakima Transit","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","129 N 2nd St",,,"Yakima","WA","98901","2613","10","http://www.yakimatransit.org/","1750","FJNNX1XFJ9K3","33","100716","97507","Yakima, WA",,"133145","2387.40","55.8","18","25","43",,,"Tier II",,,,"POINT (-120.50507 46.60468)"
"00007",,"Lane Transit District",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","3500 E 17th Ave",,,"Eugene","OR","97403","2375","10","http://www.ltd.org/","1738","U5LFCFM1A8J5","482","327173","28117","Eugene, OR",,"270179","3676.60","73.5","66","75","141",,,"Tier II",,,,"POINT (-123.04138 44.0423)"
"00008",,"Tri-County Metropolitan Transportation District of Oregon",,"TriMet","Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","101 Sw Main St Ste 700",,,"Portland","OR","97204","3240","10","http://www.trimet.org/","1728","YXFYCBFAF5S3","376","1512100","71317","Portland, OR--WA",,"2104238","4052.10","519.3","561","243","804",,,"Tier I (Rail)",,,,"POINT (-122.67554 45.51519)"
"00009",,"Kalispel Tribe of Indians",,,"Reduced Reporter","Tribe","Tribe",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","1981 Leclerc Rd N",,"39","Cusick","WA","99119","9682","10","http://www.kalispeltribe.com/","6680","XY4MRBMRTWL5",,,"00053","Washington Non-UZA","Kalispel Reservation and Off-Reservation Trust Land, WA","1895776","0","0",,,,,,"Tier II",,,,"POINT (-117.27165 48.34559)"
"00010",,"Klamath Tribes","Planning Department","Quail Trail","Reduced Reporter","Tribe","Tribe",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","501 S. Chiloquin Blvd.",,"436","Chiloquin","OR","97624","6773","10","https://klamathtribes.org/planning-and-enterprise-department/","6806","SH4JJFWHQHH4",,,"00041","Oregon Non-UZA","Klamath Reservation, OR","1553447","0","0","7",,"7",,,"Tier II",,,,"POINT (-121.8753 42.57476)"
"00012",,"Municipality of Anchorage","Public Transportation",,"Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","632 W 6th Ave","STE 810","196650","Anchorage","AK","99501","6312","10","https://www.muni.org/Departments/transit","1707","G6XSV1B8MVB9","77","291247","02305","Anchorage, AK",,"249252","2718.40","91.7","40","146","186",,,"Tier I (Non-Fixed Route VOMS)",,,,"POINT (-149.89466 61.21659)"
"00014",,"Sitka Tribe of Alaska","Transportation",,"Reduced Reporter","Tribe","Tribe",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","204 Siginaka Wy",,,"Sitka","AK","99835","7364","10","https://sitkatribe.org/our-services/transportation/","6669","RSHJU9JW4G59",,,"00002","Alaska Non-UZA","Sitka ANVSA, AK","359299","0","0","3",,"3",,,"Tier II",,,,"POINT (-135.34845 57.05672)"
"00015",,"Snoqualmie Indian Tribe",,"Snoqualmie Valley Transportation","Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","9571 Ethan Wade Way Se",,"969","Snoqualmie","WA","98065","9577","10","http://www.svtbus.org/","6685","LD6KX4L8KLW9",,,"00053","Washington Non-UZA","Snoqualmie Reservation and Off-Reservation Trust Land, WA","1895776","0","0","2",,"2",,,"Tier II",,,,"POINT (-121.82595 47.51413)"
"00016",,"City of Longview","Transit Division","RiverCities Transit","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","1525 Broadway St",,"128","Longview","WA","98632","3715","10","http://www.rctransit.org/","1747","HUPTBCSMTSB1","31","61598","51283","Longview, WA--OR",,"69841","1984.60","35.2","12","10","22",,,"Tier II",,,,"POINT (-122.9375 46.1388)"
"00017",,"Stillaguamish Tribe of Indians","Transportation Department","Stillaguamish Tribal Transportation Services","Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","3322 236th St Ne",,"277","Arlington","WA","98223","7233","10","http://www.stillaguamish.com/","6801","SCBFR3JUM1W3",,,"00053","Washington Non-UZA","Stillaguamish Reservation and Off-Reservation Trust Land, WA","1895776","0","0","5",,"5",,,"Tier II",,,,"POINT (-122.18491 48.2095)"
"00018",,"Ben Franklin Transit",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","1000 Columbia Park Trl",,,"Richland","WA","99352","4851","10","http://www.bft.org/","1742","QVNLRS9RPUV4","624","287689","44479","Kennewick--Richland--Pasco, WA",,"255401","2276","112.2","255","39","294",,,"Tier I (Non-Fixed Route VOMS)",,,,"POINT (-119.24072 46.23915)"
"00019",,"Intercity Transit",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","526 Pattison St Se",,"659","Olympia","WA","98501","2076","10","http://www.intercitytransit.com/","1745","CMC8NKZ8XW63","101","206183","65242","Olympia--Lacey, WA",,"208157","1960","106.2","243",,"243",,,"Tier I (Non-Fixed Route VOMS)",,,,"POINT (-122.85814 47.04453)"
"00020",,"Kitsap County Public Transportation Benefit Area Authority",,"Kitsap Transit","Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","60 Washington Ave",,,"Bremerton","WA","98337","1888","10","http://www.kitsaptransit.com/","1746","XF87DZ25NQT4","396","254183","09946","Bremerton, WA",,"224449","1527.80","146.9","211","2","213",,,"Tier I (Fixed Route VOMS)",,,,"POINT (-122.62541 47.56367)"
"00021",,"Whatcom Transportation Authority",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","4011 Bakerview Spur",,,"Bellingham","WA","98226","8066","10","http://www.ridewta.com/","5092","FFA5NLAKYDU1","776","237806","06652","Bellingham, WA",,"128979","2572.80","50.1","103",,"103",,,"Tier II",,,,"POINT (-122.44825 48.78627)"
"00022",,"City of Pocatello","Public Transit","Pocatello Regional Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","911 N 7th Ave",,"4169","Pocatello","ID","83201","7700","10","http://www.pocatellotransit.com/","1737","C1H5KKGYA7F8","5460","175045","70426","Pocatello, ID",,"72211","2629.30","27.5","24",,"24",,,"Tier II",,,,"POINT (-112.44852 42.87294)"
"00023",,"City of Seattle",,"Seattle Center Monorail","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","370 Thomas St",,,"Seattle","WA","98109","4622","10","http://www.seattlemonorail.com/","1749","GTE1QV8H9358","83","753655","80389","Seattle--Tacoma, WA",,"3544011","3607.10","982.5",,"8","8",,,"Tier I (Rail)",,,,"POINT (-122.34945 47.62018)"
"00024",,"Clark County Public Transportation Benefit Area Authority",,"C-TRAN","Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","2425 Ne 65th Ave",,"2529","Vancouver","WA","98661","6809","10","http://www.c-tran.com/","1729","GLHCGVXGNPM7","143","457472","71317","Portland, OR--WA",,"2104238","4052.10","519.3","167",,"167",,,"Tier II",,,,"POINT (-122.60332 45.63888)"
"00025",,"Salem Area Mass Transit District",,"Salem-Keizer Transit or Cherriots","Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","555 Court St Ne Ste 5230",,,"Salem","OR","97301","3980","10","http://www.cherriots.org/","1740","R7TNFAGJVZA1","78","309881","78229","Salem, OR",,"268331","3691.80","72.7","55","84","139",,,"Tier II",,,,"POINT (-123.03625 44.94057)"
"00026",,"Bristol Bay Native Association","Transportation and Infrastructure Development",,"Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1500 Kanakanak Rd",,"310","Dillingham","AK","99576",,"10","http://www.bbna.com/","7163","PVN7PNGJS147","63","2539","00002","Alaska Non-UZA","Dillingham ANVSA, AK","359299","0","0",,,,,,"Tier II",,,,"POINT (-158.49298 59.04372)"
"00027",,"Confederated Tribes of Siletz Indians","Planning","CTSI Planning Department","Reduced Reporter","Tribe","Tribe",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","201 Se Swan Ave",,"549","Siletz","OR","97380","2077","10","http://www.ctsi.nsn.us/","7043","WQ4YPGKMFVM4",,,"00041","Oregon Non-UZA","Siletz Reservation and Off-Reservation Trust Land, OR","1553447","0","0",,,,,,"Tier II",,,,"POINT (-123.91669 44.72018)"
"00028",,"County of Pierce",,"Pierce County Ferry","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","950 Fawcett Ave Ste 100",,,"Tacoma","WA","98402","5603","10","http://www.co.pierce.wa.us/","5013","ZLQHKM7CHCF3","233","925708","80389","Seattle--Tacoma, WA",,"3544011","3607.10","982.5",,"2","2",,,"Tier II",,,,"POINT (-122.44345 47.25352)"
"00029",,"Snohomish County Public Transportation Benefit Area Corporation",,"Community Transit","Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","2312 W Casino Rd",,,"Everett","WA","98204","1440","10","https://www.communitytransit.org/","2578","UMNBEBHJUNL4","257","920344","80389","Seattle--Tacoma, WA",,"3544011","3607.10","982.5","448","115","563",,,"Tier I (Fixed Route VOMS)",,,,"POINT (-122.26508 47.91912)"
"00030",,"Chickaloon Native Village","Transportation","Chickaloon Area Transit System (Transit)","Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","9255 N Glenn Hwy",,,"Palmer","AK","99645","8164","10","http://www.chickaloon-nsn.gov","6666","YWH8Q1JLRDN9",,,"00002","Alaska Non-UZA","Chickaloon ANVSA, AK","359299","0","0","3",,"3",,,"Tier II",,,,"POINT (-149.02246 61.67762)"
"00031",,"Shoshone-Bannock Tribes","Department of Transportation/Public Transit",,"Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","P.o. Box 306",,"306","Fort Hall","ID","83203",,"10","https://www.shobandot.com/transit","6976","PFM3F9M7MG44",,,"00016","Idaho Non-UZA","Fort Hall Reservation and Off-Reservation Trust Land, ID","836252","0","0","7",,"7",,,"Tier II",,,,
"00033",,"Senior Services of Snohomish County","Transportation Assistance Program","Homage Senior Services","Reduced Reporter","Urban","Private-Non-Profit Corporation",,,"00029 - Snohomish County Public Transportation Benefit Area Corporation - Snohomish County contracts with Homage to provide paratransit services. The Snohomish County funding for transportation also provides a portion of the matching funds that are required of WSDOT grant awards; 0R03 - Washington State Department of Transportation - Snohomish County contracts with Homage to provide paratransit services. The Snohomish County funding for transportation also provides a portion of the matching funds that are required of WSDOT grant awards",,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","5026 196th St Sw",,,"Lynnwood","WA","98036","6102","10","http://www.homage.org/transportation/","1724","FV3PNPMJB534","2087","827957","80389","Seattle--Tacoma, WA",,"3544011","3607.10","982.5","11",,"11",,,"Tier II",,,,"POINT (-122.30105 47.82044)"
"00034",,"Rogue Valley Transportation District",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","101 S Front St",,,"Medford","OR","97501","7249","10","http://www.rvtd.org/","1739","FNZXSNMFA535","78","180555","55981","Medford, OR",,"171640","2723.60","63","34","18","52",,,"Tier II",,,,"POINT (-122.872 42.32498)"
"00035",,"Washington State Ferries",,,"Full Reporter","Urban","State Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","310 Maple Park Ave Se",,,"Olympia","WA","98501","2348","10","http://www.wsdot.wa.gov/ferries/","1724","FCT9KQ8L2574","1945","3919300","80389","Seattle--Tacoma, WA",,"3544011","3607.10","982.5","15",,"15",,,"Tier II",,,,"POINT (-122.89737 47.03391)"
"00036",,"Makah Tribal Council","Makah Transit",,"Reduced Reporter","Tribe","Tribe",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","201 Resort Dr",,,"Neah Bay","WA","98357","7601","10","http://www.makah.com/","6907","DTRYXWQJF723",,,"00053","Washington Non-UZA","Makah Indian Reservation, WA","1895776","0","0","1",,"1",,,"Tier II",,,,"POINT (-124.66797 48.34771)"
"00040",,"Central Puget Sound Regional Transit Authority",,"Sound Transit","Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","401 S Jackson St",,,"Seattle","WA","98104","2826","10","http://www.soundtransit.org/","5656","GPFAQBCY95D3","1089","3385200","80389","Seattle--Tacoma, WA",,"3544011","3607.10","982.5","296","133","429",,,"Tier I (Rail)",,,,"POINT (-122.32854 47.5992)"
"00041",,"Alaska Railroad Corporation",,,"Full Reporter","Urban","State Government Unit or Department of Transportation",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","327 W Ship Creek Ave",,"107500","Anchorage","AK","99501","1671","10","http://www.alaskarailroad.com","5806","NTFBL2RJ7X99","266","352701","02305","Anchorage, AK",,"249252","2718.40","91.7","59",,"59",,,"Tier I (Rail)",,,,"POINT (-149.88888 61.22269)"
"00043",,"Chelan Douglas PTBA",,"Link Transit","Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","2700 Euclid Ave",,,"Wenatchee","WA","98801","5914","10","http://www.linktransit.com/","5606","MV3YVKFM9W77","197","122915","93862","Wenatchee, WA",,"78142","2396.80","32.6","81","1","82",,,"Tier II",,,,"POINT (-120.32626 47.46681)"
"00044",,"Skagit Transit",,,"Full Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","600 County Shop Ln",,,"Burlington","WA","98233","9772","10","https://www.skagittransit.org/","5816","KL82E3EQNM61","760","118568","60490","Mount Vernon, WA",,"66825","2179.30","30.7","79",,"79",,,"Tier II",,,,"POINT (-122.3317 48.48093)"
"00045",,"Fairbanks North Star Borough","Transportation","Metropolitan Area Commuter System","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","907 Terminal St",,,"Fairbanks","AK","99701","2868","10","http://www.fnsb.gov/transportation","1734","KBLKNWKWRAX5","7338","95356","28549","Fairbanks, AK",,"71396","960.9","74.3","20",,"20",,,"Tier II",,,,"POINT (-147.7246 64.84548)"
"00046",,"City of Wilsonville",,"South Metro Area Regional Transit","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","29799 Sw Town Center Loop E",,,"Wilsonville","OR","97070","9454","10","http://www.ridesmart.com/","5706","J9AUEWEGF9L7","80","73800","71317","Portland, OR--WA",,"2104238","4052.10","519.3","17","2","19",,,"Tier II",,,,"POINT (-122.75946 45.30464)"
"00047",,"City of Corvallis","Public Works Department","Corvallis Transit System","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","501 Sw Madison Ave",,"1083","Corvallis","OR","97333","4601","10","http://www.corvallisoregon.gov/cts","5664","P6JYFJDEZWF8","14","67306","20422","Corvallis, OR",,"66791","3826.90","17.5",,"10","10",,,"Tier II",,,,"POINT (-123.26387 44.56401)"
"00048",,"City of Lewiston","Transit Division","Lewiston Transit System","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","1134 F St",,"617","Lewiston","ID","83501","1930","10","http://www.ridethevalley.org","5981","USMMWLRUYBD5","17","54798","49312","Lewiston, ID--WA",,"54798","1962.10","27.9","5",,"5",,,"Tier II",,,,"POINT (-117.01808 46.41805)"
"00051",,"Asotin County Public Transportation Benefit Area",,,"Reduced Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","1494 Poplar St",,,"Clarkston","WA","99403","2348","10","http://www.asotincoptba.com","6450","XEMWMJSAKYW8","20","22397","49312","Lewiston, ID--WA",,"54798","1962.10","27.9","13",,"13",,,"Tier II",,,,"POINT (-117.06797 46.4181)"
"00053",,"Coeur d'Alene Tribe","Transit Department","Citylink Transit","Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","850 a St",,"236","Plummer","ID","83851","7000","10","https://www.kcgov.us/490/Citylink-South-Routes","6807","VMMMDTT25GV5","388","21188","18451","Coeur d'Alene, ID","Coeur d'Alene Reservation, ID","121831","2605.70","46.8","7",,"7",,,"Tier II",,,,"POINT (-116.88749 47.33757)"
"00055",,"Kootenai County","Transit Department","Citylink North","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","451 N Government Way",,"9000","Coeur D Alene","ID","83814","2988","10","http://www.kcgov.us/486/Transit-Services","6283","JDGLH97AM1R1","32","90132","18451","Coeur d'Alene, ID",,"121831","2605.70","46.8",,"4","4",,,"Tier II",,,,"POINT (-116.78688 47.67656)"
"00057",,"Central Oregon Intergovernmental Council","Cascades East Transit","Cascades East Transit","Full Reporter","Urban","MPO, COG or Other Planning Agency",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","334 Ne Hawthorne Ave",,,"Bend","OR","97701","4727","10","https://www.coic.org/transportation/cascade-east-transit/","7112","HWSZUENCALS5","78","156297","06868","Bend, OR",,"106988","2522.90","42.4","22","68","90",,,"Tier II",,,,"POINT (-121.30166 44.05844)"
"00058",,"City of Portland","Bureau of Transportation","Portland Streetcar","Full Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","1221 Sw 4th Ave",,,"Portland","OR","97204","1900","10","https://www.portland.gov/transportation","1728","N5NMTXG2UE65","11","101220","71317","Portland, OR--WA",,"2104238","4052.10","519.3",,"14","14",,,"Tier I (Rail)",,,,"POINT (-122.67861 45.51478)"
"00059",,"Josephine County","Transit","Josephine Community Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","201 River Heights Way",,,"Grants Pass","OR","97527","5432","10","https://www.josephinecounty.gov/departments/transit/index.php","6746","GHCKNZMHPP51","80","48000","34516","Grants Pass, OR",,"55724","1832","30.4","18",,"18",,,"Tier II",,,,"POINT (-123.34249 42.42668)"
"00061",,"City of Albany","Public Works","Albany Transit System, Linn-Benton Loop","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","333 Broadalbin St Sw",,"490","Albany","OR","97321","2247","10","albanytransit.com,taketheloop.com","5676","ZBCVCUBFETA2","36","123730","00955","Albany, OR",,"62074","2693.20","23.1","15",,"15",,,"Tier II",,,,"POINT (-123.10636 44.63538)"
"00063","0R02","City of Milton-Freewater","Planning - Public Transit",,"Rural Reporter","Rural","City, County or Local Government Unit or Department of Transportation","0R02","Oregon Department of Transportation",,"Rural General Public Transit","2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","722 S Main St",,"6","Milton Freewater","OR","97862","1453","10","http://www.mfcity.com/","7213","SMYLH8JBC7L5",,,,"Oregon Non-UZA",,"0","0","0",,"2","2","0","0","Tier II",,,,"POINT (-118.38502 45.92835)"
"00064",,"Valley Transit",,,"Reduced Reporter","Urban","Independent Public Agency or Authority of Transit Service",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","1401 W Rose St",,,"Walla Walla","WA","99362","4702","10","http://www.valleytransit.com/","5607","E3SFN4BCQ5X8","25","47390","91405","Walla Walla, WA--OR",,"50013","2095.90","23.9","19",,"19",,,"Tier II",,,,"POINT (-118.36246 46.059)"
"00065",,"Benton County","Public Works","Benton Area Transit","Reduced Reporter","Urban","City, County or Local Government Unit or Department of Transportation",,,,,"2024-06-30T00:00:00.000","2024-10-31T00:00:00.000","4500 Sw Research Way",,"1083","Corvallis","OR","97333","1093","10","www.RidetheBAT.com","1723","DWAANDYBQH65","675","96017","20422","Corvallis, OR",,"66791","3826.90","17.5",,"13","13",,,"Tier II",,,,"POINT (-123.30277 44.55062)"
"00075",,"Confederated Tribes of the Grand Ronde Community of Oregon",,,"Reduced Reporter","Tribe","Tribe",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","9615 Grand Ronde Rd",,,"Grand Ronde","OR","97347","9712","10","http://www.grandronde.org/","6678","K4ZDA84UXNN5",,,"00041","Oregon Non-UZA","Grand Ronde Community and Off-Reservation Trust Land, OR","0","0","0",,,,,,"Tier II",,,,"POINT (-123.61183 45.0742)"
"00085",,"Gulkana Village Council","Transit","Soaring Eagle Transit","Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","P.o. Box 254",,"254","Gakona","AK","99586",,"10","http://www.soaringeagletransit.com","6667","QL7BYD83M133",,,"00002","Alaska Non-UZA","Tazlina ANVSA, AK; Gakona ANVSA, AK; Copper Center ANVSA, AK; Chitina ANVSA, AK; Chistochina ANVSA, AK; Gulkana ANVSA, AK","359299","0","0","3",,"3",,,"Tier II",,,,
"00095",,"Lummi Nation","Lummi Indian Business Council","Lummi Transit","Reduced Reporter","Tribe","Tribe",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","2665 Kwina Rd",,,"Bellingham","WA","98226","9291","10","https://www.lummi-nsn.gov/Website.php?PageID=459","6684","TP4UB9N6TSA5",,,"00053","Washington Non-UZA","Lummi Reservation, WA","1895776","0","0","4",,"4",,,"Tier II",,,,"POINT (-122.62598 48.79258)"
"00103",,"Squaxin Island Tribe","Transit","Squaxin Island Transit","Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","10 Se Squaxin Ln",,,"Shelton","WA","98584","9200","10","http://squaxinisland.org/government/departments/community-development/squaxin-island-transit/","6686","Z7LUCA1NAJ85",,,"00053","Washington Non-UZA","Squaxin Island Reservation and Off-Reservation Trust Land, WA; Skokomish Reservation and Off-Reservation Trust Land, WA","1895776","0","0","5",,"5",,,"Tier II",,,,"POINT (-123.07984 47.12188)"
"00111",,"Confederated Tribes and Bands of The Yakama Nation","Economic Development, Pahto Public Passage Tribal Transportation","Pahto Public Passage","Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","401 Fort Rd",,"151","Toppenish","WA","98948",,"10","http://www.pahtotransit.com","6679","Q4EDSUR34U61","0","0","00053","Washington Non-UZA","Yakama Nation Reservation and Off-Reservation Trust Land, WA","1895776","0","0","7",,"7",,,"Tier II",,,,"POINT (-120.33992 46.37507)"
"00119",,"Confederated Tribes of the Umatilla Indian Reservation","Public Transportation","Kayak Public Transit","Reduced Reporter","Tribe","Tribe",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","46411 Timine Way",,,"Pendleton","OR","97801","9467","10","https://ctuir.org/tribal-services/planning/kayak-public-transit","6800","MX2KEMW2J5Z3",,,"00041","Oregon Non-UZA","Umatilla Reservation and Off-Reservation Trust Land, OR--WA","1553447","0","0","8",,"8",,,"Tier II",,,,"POINT (-118.68676 45.66571)"
"00127",,"Cowlitz Indian Tribe","Transit","Cowlitz Tribe Transit Service","Reduced Reporter","Tribe","Tribe",,,,,"2024-12-31T00:00:00.000","2025-04-30T00:00:00.000","1055 9th Ave Ste B",,"2547","Longview","WA","98632","2661","10","https://cowlitz.org/transit","6808","PG4FZK2YY5T1",,,"00053","Washington Non-UZA","Cowlitz Reservation, WA","1895776","0","0","8",,"8",,,"Tier II",,,,"POINT (-122.93158 46.13194)"
"00135",,"Nez Perce Tribe","Transit","Appaloosa Express","Reduced Reporter","Tribe","Tribe",,,,,"2024-09-30T00:00:00.000","2025-01-31T00:00:00.000","120 Bever Grade",,"365","Lapwai","ID","83540",,"10","https://www.nezperce.org/bus/","5972","N6M5CKJT8G71",,,"00016","Idaho Non-UZA","Nez Perce Reservation, ID","836252","0","0","4",,"4",,,"Tier II",,,,"POINT (-116.80553 46.39996)"
